date,code,address,neighbourhood,municipality,collection point,taste,odor
13/03/2020,SA 1270/20,Rua Columbia,Quintino Bocaiuva,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,BX-05 P08,Rua Alagoas,"Centro - São João
de Meriti","São João de
Meriti","Rede de
Distribuição",2,2
13/03/2020,BX-05 P27,Rua Pastor Joaquim Rosa,"J Meriti - São João
de Meriti","São João de
Meriti","Rede de
Distribuição",2,2
01/10/2020,25922/20,Rua Dr. Otávio Kelly,Tijuca,Rio de Janeiro,"Rede de
Distribuição",1,1
01/10/2020,"S.A.
2243/20",Rua Uberaba,Grajaú,Rio de Janeiro,"Rede de
Distribuição",1,1
02/10/2020,"S.A.
2242/20",Rua Viúva Lacerda,Humaitá,Rio de Janeiro,"Rede de
Distribuição",1,1
02/10/2020,"S.A.
2061/20B",Rua Rubem Braga,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",1,1
02/10/2020,INT-06 P08,Rua Macabu,Coelho Neto,Rio de Janeiro,"Rede de
Distribuição",1,1
02/10/2020,"S.A.
2227/20",Rua São Gotardo,Bangu,Rio de Janeiro,"Rede de
Distribuição",2,1
02/10/2020,"S.A.
2245/20",Rua Verde,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",1,1
04/10/2020,"S.A.
2255/20",Av. Abílio Augusto Távora,Centro,Nova Iguaçu,"Rede de
Distribuição",1,1
05/10/2020,"S.A.
2196/20A",Rua Jucari,Irajá,Rio de Janeiro,"Rede de
Distribuição",1,1
05/10/2020,"S.A.
2123/20A",Estrada Gov. Chagas Freitas,Moneró,Rio de Janeiro,"Rede de
Distribuição",1,1
05/10/2020,"S.A.
2259/20",Rua Amorim,Piedade,Rio de Janeiro,"Rede de
Distribuição",1,1
06/10/2020,"S.A
2269/20",Rua Loureiro Ribeiro,Higienópolis,Rio de Janeiro,"Rede de
Distribuição",1,1
06/10/2020,"Am.
26053/20",Estrada da Pedra,Pedra de Guaratiba,Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"Am.
26132/20",Rua Vinte e Quatro de Maio,"São Francisco
Xavier",Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"Am.
26151/20",Rua Primo Teixeira,Encantado,Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"Am.
26355/20",Rua Olímpia Esteves,Padre Miguel,Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"Am.
26365/20",Rua General Sezefredo,Realendo,Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"Am.
26378/20",Rua Teodoro Sampaio,Jardim Sulacap,Rio de Janeiro,"Rede de
Distribuição",1,1
07/10/2020,"S.A.
2264/20",Rua Pedro Teixeira,Irajá,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26453/20",Rua Guaravera,Curicica,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26457/20",Rua Caraibuna,Taquara,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26460/20",Estrada do Rio Pequeno,Jacarepaguá,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26516/20",Rua Miltom,Ramos,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26492/2",Rua Marata,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"Am.
26507/20",Av. Joaquim Magalhães,"Senador A.
Vasconcelos",Rio de Janeiro,"Rede de
Distribuição",1,1
08/10/2020,"S.A.
2190/20A",Avenida Brasil,Vila São Luiz,"Duque de
Caxias","Rede de
Distribuição",1,1
09/10/2020,"S.A.
2277/20","Avenida Edson Passos - Reservatório
Caixa Nova - Saída",Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",1,1
09/10/2020,"S.A.
2283/20","Estrada da Covanca -
Abastecimento Carros-Pipa",Tanque,Rio de Janeiro,"Macro
Distribuição",1,1
09/10/2020,"S.A.
2276/20","Rua Pacheco Leão - Reservatório
Macacos - Entrada",Jardim Botânico,Rio de Janeiro,"Macro
Distribuição",1,1
09/10/2020,"S.A.
2277/20","Avenida Edson Passos - Reservatório
Caixa Nova - Entrada",Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",1,1
09/10/2020,"Am.
26597/20",Praça da Cruz Vermelha,Centro,Rio de Janeiro,"Rede de
Distribuição",1,1
09/10/2020,"Am.
26589/20",Rua Estácio de Sá,Estácio,Rio de Janeiro,"Rede de
Distribuição",1,1
09/10/2020,"Am.
26591/20",Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",1,1
09/10/2020,"Am.
26650/20",Rua Bucareste,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",1,1
09/10/2020,"Am.
26641/20",Rua Cordovil,Parada de Lucas,Rio de Janeiro,"Rede de
Distribuição",1,1
12/10/2020,"Am.
26957/20",Rua Eugenio de Menezes,Venda Velha,"São João de
Meriti","Rede de
Distribuição",1,1
12/10/2020,"Am.
26966/20",Avenida Dr. Arruda Negreiros,Centro,"São João de
Meriti","Rede de
Distribuição",1,1
12/10/2020,"Am.
25146/20",Rua General Dionisio,"Jardim 25 de
Agosto","Duque de
Caxias","Rede de
Distribuição",1,1
13/10/2020,"Am.
26747/20",Rua Pinto da Fonseca,Magalhães Bastos,Rio de Janeiro,"Rede de
Distribuição",1,1
13/10/2020,"Am.
26806/20",Rua Professor Valdemar Raythe,Guadalupe,Rio de Janeiro,"Rede de
Distribuição",1,1
13/10/2020,"Am.
26815/20",Rua Isolino Aquino,Deodoro,Rio de Janeiro,"Rede de
Distribuição",1,1
13/10/2020,"S.A.
2280/20","Alameda Caheiros da Graça -
Abastecimento Carros-Pipa",Jardim Primavera,"Duque de
Caxias","Macro
Distribuição",1,1
14/10/2020,"Am.
27040/20",Rua Engenheiro Álvaro Niemeyer,São Conrado,Rio de Janeiro,"Rede de
Distribuição",1,1
14/10/2020,"Am.
27008/20",Rua Atílio Milano,Del Castilho,Rio de Janeiro,"Rede de
Distribuição",1,1
14/10/2020,"Am.
27046/20",Rua São Leobaldo,Gávea,Rio de Janeiro,"Rede de
Distribuição",1,1
14/10/2020,"Am.
27060/20","Avenida General Guedes da
Fontoura",Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",1,1
14/10/2020,"S.A.
2285/20","Avenida Benjamim Pinto Dias -
Abastecimento Carros-Pipa",Belford Roxo,Belford Roxo,"Macro
Distribuição",1,1
14/10/2020,"S.A.
2275/20","Rua Delfim Moreira - Reservatório
São Matheus - Entrada",São Matheus,"São João de
Meriti","Macro
Distribuição",1,1
14/10/2020,"S.A.
2275/20","Rua Delfim Moreira - Reservatório
São Matheus - Saída",São Matheus,"São João de
Meriti","Macro
Distribuição",1,1
14/10/2020,"S.A.
2284/20","Avenida Benjamim Pinto Dias -
Abastecimento Carros-Pipa",Belford Roxo,Belford Roxo,"Macro
Distribuição",1,1
14/10/2020,"S.A.
2288/20","Avenida Euclides da Cunha -
Abastecimento Carros-Pipa",Vila São João,"São João de
Meriti","Macro
Distribuição",1,1
15/10/2020,"Am.
27102/20",Avenida Doutor Salles Teixeira,Aero Clube,Nova Iguaçu,"Rede de
Distribuição",1,1
15/10/2020,"Am.
27117/20",Rua Benjamim Chambarelli,K-11,Nova Iguaçu,"Rede de
Distribuição",1,1
15/10/2020,"Am.
27070/20",Rua Pires da Mota,"Ribeira - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
15/10/2020,"Am.
27130/20",Rua Doutor Barros Júnior,Centro,Nova Iguaçu,"Rede de
Distribuição",1,1
15/10/2020,"Am.
27262/20",Rua Rugendas,Jacarepaguá,Rio de Janeiro,"Rede de
Distribuição",1,1
16/10/2020,"Am.
27314/20",Rua Marechal Aguiar,Benfica,Rio de Janeiro,"Rede de
Distribuição",1,1
16/10/2020,"Am.
27280/20",Rua Garibalde,"Jardim 25 de
Agosto","Duque de
Caxias","Rede de
Distribuição",1,1
16/10/2020,"Am.
27302/20",Avenida Doutor Manoel Reis,Centenário,"Duque de
Caxias","Rede de
Distribuição",1,1
18/10/2020,"Am.
27705/20",Travessa Sebastião Izidoro,Guaraciaba,Belford Roxo,"Rede de
Distribuição",1,1
18/10/2020,"Am.
27716/20",Rua Retiro da Imprensa,Vila Heliópolis,Belford Roxo,"Rede de
Distribuição",1,1
19/10/2020,"Am.
27748/20",Rua Professor Pires Salgado,Jardim América,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"Am.
27743/20",Rua Bucareste,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"Am.
27832/20",Ladeira dos Tabajaras,Copacabana,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"Am.
27833/20",Rua Santa Clara,Copacabana,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"Am.
27757/20",Rua Itajaí,Realengo,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"Am.
26190/20",Rua Cândido Benício,Campinho,Rio de Janeiro,"Rede de
Distribuição",1,1
19/10/2020,"S.A.
2284/20","Estrada Carlos Sampaio -
Abastecimento Carros-Pipa",Jardim Queimados,Queimados,"Macro
Distribuição",1,1
20/10/2020,"Am.
27962/20",Rua Mister Watkins,Centro,Mesquita,"Rede de
Distribuição",1,1
20/10/2020,"Am.
27971/20","Rua Presidente General Craveiro
Lopes",Olinda,Nilópolis,"Rede de
Distribuição",1,1
20/10/2020,"Am.
27917/20",Rua Maranhão,Méier,Rio de Janeiro,"Rede de
Distribuição",1,1
20/10/2020,"Am.
27907/20",Rua Vinte e Quatro de Maio,"São Francisco
Xavier",Rio de Janeiro,"Rede de
Distribuição",1,1
20/10/2020,"Am.
27873/20",Rua Visconde de Itamarati,Maracanã,Rio de Janeiro,"Rede de
Distribuição",1,1
21/10/2020,"Am.
28032/20",Rua Gamboa,Gamboa,Rio de Janeiro,"Rede de
Distribuição",1,1
21/10/2020,"Am.
28017/20",Rua Alice,Laranjeiras,Rio de Janeiro,"Rede de
Distribuição",1,1
21/10/2020,"Am.
28072/20",Rua Presidente Nereu Ramos,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",1,1
21/10/2020,"S.A.
2307/20",Rua Augusto Nunes,Todos os Santos,Rio de Janeiro,"Rede de
Distribuição",1,1
21/10/2020,"S.A.
2281/20","Rua Capitão Damasceno  -
Abastecimento Carros-Pipa 1",Circular,"Duque de
Caxias","Macro
Distribuição",1,1
21/10/2020,"S.A.
2287/20","Rua Capitão Damasceno  -
Abastecimento Carros-Pipa 2",Circular,"Duque de
Caxias","Macro
Distribuição",1,1
22/10/2020,"S.A.
2273/20","Rua Pernambuco - Reservatório
Engenho de Dentro - Entrada",Engenho de Dentro,Rio de Janeiro,"Macro
Distribuição",1,1
22/10/2020,"S.A.
2273/20","Rua Pernambuco - Reservatório
Engenho de Dentro - Saída",Engenho de Dentro,Rio de Janeiro,"Macro
Distribuição",2,1
22/10/2020,"S.A.
2253/20",Rua Joaquim Coelho Alamo,Agostinho Porto,"São João de
Meriti","Rede de
Distribuição",1,1
22/10/2020,"S.A.
2308/20",Avenida Alhambra,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",1,1
22/10/2020,"S.A.
2310/20",Rua Fernandes da Cunha,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",1,1
22/10/2020,"Am.
27499/20",Rua Tenente Araken Baptista,Penha,Rio de Janeiro,"Rede de
Distribuição",1,1
23/10/2020,"S.A.
2162/20",Rua Carlos Esteves,Vila São Luiz,"Duque de
Caxias","Rede de
Distribuição",1,1
23/10/2020,"S.A.
2323/20",Rua Maba,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",1,1
25/10/2020,"Am.
27857/20",Avenida João de Deus Menezes,Venda Velha,"São João de
Meriti","Rede de
Distribuição",1,1
26/10/2020,"Am.
28360/20",Rua Estácio de Sá,Estácio,Rio de Janeiro,"Rede de
Distribuição",1,1
25/10/2020,"Am.
27854/20",Rua Goiás,Centro,"São João de
Meriti","Rede de
Distribuição",1,1
25/10/2020,"Am.
27851/20",Rua Teixiera Pinto,Engenheiro Belford,"São João de
Meriti","Rede de
Distribuição",1,1
26/10/2020,"Am.
28377/20",Rua Barão de Itapagipe,Rio Comprido,Rio de Janeiro,"Rede de
Distribuição",1,1
26/10/2020,"Am.
28363/20",Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",1,1
26/10/2020,"Am.
28324/20",Rua Benjamim Batista,Jardim Botânico,Rio de Janeiro,"Rede de
Distribuição",1,1
26/10/2020,"Am.
28348/20",Rua Cupertino Durão,Leblon,Rio de Janeiro,"Rede de
Distribuição",1,1
26/10/2020,"Am.
28337/20",Rua Duque Estrada,Gávea,Rio de Janeiro,"Rede de
Distribuição",1,1
27/10/2020,"Am.
28643/20",Rua Carmem Freitas Salgado,Califórnia,Nova Iguaçu,"Rede de
Distribuição",1,1
27/10/2020,"Am.
28620/20",Rua de Vila Lúcia,Aero Clube,Nova Iguaçu,"Rede de
Distribuição",1,1
27/10/2020,"Am.
28495/20",Rua Coronel França Leite,Cabral,Nilópolis,"Rede de
Distribuição",1,1
27/10/2020,"Am.
28481/20",Rua Doutor Heitor da Costa Val,Centro,Mesquita,"Rede de
Distribuição",1,1
27/10/2020,"Am.
28501/20",Rua Conde de Porto Alegre,Centro,"Duque de
Caxias","Rede de
Distribuição",1,1
27/10/2020,"S.A.
2278/20","Rua Francisca Tomé - Reservatório
Centenário - Entrada",Centenário,"Duque de
Caxias","Macro
Distribuição",1,1
27/10/2020,"S.A.
2278/20","Rua Francisca Tomé - Reservatório
Centenário - Saída",Centenário,"Duque de
Caxias","Macro
Distribuição",1,1
28/10/2020,"Am.
28662/20",Rua Amisterdam,Bangu,Rio de Janeiro,"Rede de
Distribuição",1,1
28/10/2020,"Am.
28728/20",Estrada dos Três Rios,Freguesia,Rio de Janeiro,"Rede de
Distribuição",1,1
28/10/2020,"Am.
28721/20",Rua Geminiano Gois,Jacarepaguá,Rio de Janeiro,"Rede de
Distribuição",1,1
28/10/2020,"Am.
28684/20",Avenida Doutor Maria Estrela,Bangu,Rio de Janeiro,"Rede de
Distribuição",1,1
28/10/2020,"Am.
28732/20",Rua Batista da Costa,Lagoa,Rio de Janeiro,"Rede de
Distribuição",1,1
29/10/2020,"S.A.
2274/20","Rua Marechal Jardim - Reservatório
Pedregulho - Saída",Benfica,Rio de Janeiro,"Macro
Distribuição",1,1
29/10/2020,"Am.
28779/20",Estrada da Bica,"Cacuia - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
29/10/2020,"Am.
28787/20",Estrada do Galeão,"Galeão - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
29/10/2020,"Am.
28898/20",Rua Visconde de Santa Isabel,Vila Isabel,Rio de Janeiro,"Rede de
Distribuição",1,1
29/10/2020,"Am.
28889/20",Rua Mariz e Barros,Praça da Bandeira,Rio de Janeiro,"Rede de
Distribuição",1,1
30/10/2020,"S.A.
2274/20","Rua Marechal Jardim - Reservatório
Pedregulho - Entrada",Benfica,Rio de Janeiro,"Macro
Distribuição",1,1
30/10/2020,"Am.
29072/20",Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,"Rede de
Distribuição",1,1
30/10/2020,"Am.
29044/20",Rua Alice,Laranjeiras,Rio de Janeiro,"Rede de
Distribuição",1,1
31/10/2020,"Am.
29149/20",Estrada João Paulo,Barros Filho,Rio de Janeiro,"Rede de
Distribuição",1,1
31/10/2020,"Am.
29160/20",Rua Lins de Vasconcelos,"Lins de
Vanconcelos",Rio de Janeiro,"Rede de
Distribuição",1,1
02/11/2020,"Am.
29482/20",Rua Paraguai,Belford Roxo,Belford Roxo,"Rede de
Distribuição",1,1
02/11/2020,"Am.
29478/20",Avenida Benjamim Pinto Dias,Belford Roxo,Belford Roxo,"Rede de
Distribuição",1,1
03/11/2020,"Am.
29288/20",Rodovia Washington Luiz,Duque de Caxias,"Duque de
Caxias","Rede de
Distribuição",1,1
03/11/2020,"Am.
29289/20",Rua Conde de Porto Alegre,Centro,"Duque de
Caxias","Rede de
Distribuição",1,1
03/11/2020,"Am.
29376/20",Rua Albano,Praça Seca,Rio de Janeiro,"Rede de
Distribuição",1,1
03/11/2020,"Am.
29390/20",Rua Luiz Beltrão,Vila Valqueire,Rio de Janeiro,"Rede de
Distribuição",1,1
04/11/2020,"Am.
29580/20",Avenida Itaoca,Inhaúma,Rio de Janeiro,"Rede de
Distribuição",1,1
04/11/2020,"Am.
29549/20",Rua Pires da Mota,"Ribeira - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
04/11/2020,"S.A.
2360/20",Rua Corcovado,Jardim Botânico,Rio de Janeiro,"Rede de
Distribuição",1,1
04/11/2020,"S.A.
2357/20",Rua Ipiranga,Laranjeiras,Rio de Janeiro,"Rede de
Distribuição",1,1
05/11/2020,"Am.
28812/20",Rua Silva Gomes,Cascadura,Rio de Janeiro,"Rede de
Distribuição",1,1
05/11/2020,"Am.
29776/20",Rua Isolino Aquino,Deodoro,Rio de Janeiro,"Rede de
Distribuição",1,1
05/11/2020,"S.A.
2362/20",Rua Inspiração,Vila da Penha,Rio de Janeiro,"Rede de
Distribuição",1,1
05/11/2020,"Am.
29712/20",Rua Correia Seara,Magalhães Bastos,Rio de Janeiro,"Rede de
Distribuição",1,1
06/11/2020,"Am.
29882/20",Rua Retiro dos Artistas,Pechincha,Rio de Janeiro,"Rede de
Distribuição",1,1
06/11/2020,"Am.
29965/20",Rua São Joaquim,Cachambi,Rio de Janeiro,"Rede de
Distribuição",1,1
06/11/2020,"Am.
29995/20",Rua Marques de Leão,Engenho Novo,Rio de Janeiro,"Rede de
Distribuição",1,1
06/11/2020,"Am.
29904/20",Rua Estácio de Sá,Estácio,Rio de Janeiro,"Rede de
Distribuição",1,1
08/11/2020,"S.A.
2333/20",Rua Costa Filho,Marechal Hermes,Rio de Janeiro,"Rede de
Distribuição",1,1
09/11/2020,"Am.
30110/20",Rua Imperador,Realengo,Rio de Janeiro,"Rede de
Distribuição",1,1
09/11/2020,"Am.
30115/20",Rua Tenente Nepomuceno,Vila Militar,Rio de Janeiro,"Rede de
Distribuição",1,1
09/11/2020,"Am.
30186/20","Avenida Governador Roberto
Silveira",Centro,Nova Iguaçu,"Rede de
Distribuição",1,1
10/11/2020,"Am.
30300/20","Rua Presidente General Craveiro
Lopes",Olinda,Nilópolis,"Rede de
Distribuição",1,1
10/11/2020,"Am.
30294/20",Rua Casulo,Centro,Mesquita,"Rede de
Distribuição",1,1
10/11/2020,"Am.
30346/20",Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,"Rede de
Distribuição",1,1
10/11/2020,"Am.
30273/20",Rua Bananal,Olavo Bilac,"Duque de
Caxias","Rede de
Distribuição",1,1
10/11/2020,"S.A.
2369/20",Estrada Água Branca,Magalhães Bastos,Rio de Janeiro,"Rede de
Distribuição",1,1
11/11/2020,"Am.
30454/20",Rua Licinio Cardoso,"São Francisco
Xavier",Rio de Janeiro,"Rede de
Distribuição",1,1
11/11/2020,"Am.
30507/20",Avenida Antenor Navarro,Braz de Pina,Rio de Janeiro,"Rede de
Distribuição",1,1
11/11/2020,"S.A.
2372/20","Rua Delfim Moreira - Reservatório
São Matheus - Entrada",São Matheus,"São João de
Meriti","Macro
Distribuição",1,1
11/11/2020,"S.A.
2372/20","Rua Delfim Moreira - Reservatório
São Matheus - Saída",São Matheus,"São João de
Meriti","Macro
Distribuição",1,1
11/11/2020,"S.A.
2370/20","Rua Pernambuco - Reservatório
Engenho de Dentro - Entrada",Engenho de Dentro,Rio de Janeiro,"Macro
Distribuição",1,1
11/11/2020,"S.A.
2370/20","Rua Pernambuco - Reservatório
Engenho de Dentro - Saída",Engenho de Dentro,Rio de Janeiro,"Macro
Distribuição",1,1
11/11/2020,"S.A.
2374/20","Avenida Edson Passos - Reservatório
Caixa Nova - Entrada",Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",1,1
11/11/2020,"S.A.
2374/20","Avenida Edson Passos - Reservatório
Caixa Nova - Saída",Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",1,1
12/11/2020,"Am.
30752/20",Estrada Maracajá,"Galeão - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
12/11/2020,"Am.
30734/20",Estrada Galeão,"Galeão - Ilha do
Governador",Rio de Janeiro,"Rede de
Distribuição",1,1
13/11/2020,"Am.
30931/20",Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro,"Rede de
Distribuição",1,1
13/11/2020,"Am.
30848/20",Rua Retiro dos Artistas,Pechincha,Rio de Janeiro,"Rede de
Distribuição",1,1
13/11/2020,"Am.
30838/20",Rua Waldemar Dutra,Santo Cristo,Rio de Janeiro,"Rede de
Distribuição",1,1
13/11/2020,"Am.
30907/20",Rua Angélica Mota,Olaria,Rio de Janeiro,"Rede de
Distribuição",1,1
13/11/2020,"S.A.
2371/20","Rua Marechal Jardim - Reservatório
Pedregulho - Entrada",Benfica,Rio de Janeiro,"Macro
Distribuição",1,1
13/11/2020,"S.A.
2371/20","Rua Marechal Jardim - Reservatório
Pedregulho - Saída",Benfica,Rio de Janeiro,"Macro
Distribuição",1,1
13/11/2020,"S.A.
2373/20","Rua Pacheco Leão - Reservatório
Macacos - Entrada",Jardim Botânico,Rio de Janeiro,"Macro
Distribuição",1,1
13/11/2020,"S.A.
2373/20","Rua Pacheco Leão - Reservatório
Macacos - Saída",Jardim Botânico,Rio de Janeiro,"Macro
Distribuição",1,1
16/11/2020,"Am.
31044/20",Rua Bom Pastor,Tijuca,Rio de Janeiro,"Rede de
Distribuição",1,1
16/11/2020,"Am.
31050/20",Rua Visconde de Itamarati,Maracanã,Rio de Janeiro,"Rede de
Distribuição",1,1
16/11/2020,"Am.
31085/20",Rua Frei Caneca,Centro,Rio de Janeiro,"Rede de
Distribuição",1,1
16/11/2020,"Am.
31092/20",Praça da Cruz Vermelha,Centro,Rio de Janeiro,"Rede de
Distribuição",1,1
17/11/2020,"Am.
31146/20",Rua Netuno,Centro,Mesquita,"Rede de
Distribuição",1,1
17/11/2020,"Am.
31159/20",Rua Roldão Gonçalves,Olinda,Nilópolis,"Rede de
Distribuição",1,1
17/11/2020,"Am.
31273/20",Avenida Rodrigo Otávio,Gávea,Rio de Janeiro,"Rede de
Distribuição",1,1
17/11/2020,"Am.
31310/20","Estrada Carlos Sampaio -
Abastecimento Carros-Pipa",Jardim Queimados,Queimados,"Macro
Distribuição",1,1
17/11/2020,"S.A.
2400/20","Rua Capitão Damasceno  -
Abastecimento Carros-Pipa 1",Duque de Caxias,"Duque de
Caxias","Macro
Distribuição",1,1
17/11/2020,"S.A.
2402/20","Rua Capitão Damasceno  -
Abastecimento Carros-Pipa 2",Duque de Caxias,"Duque de
Caxias","Macro
Distribuição",1,1
17/11/2020,"S.A.
2404/20","Alameda Calheiros da Graça  -
Abastecimento Carros-Pipa",Duque de Caxias,"Duque de
Caxias","Macro
Distribuição",1,1
18/11/2020,"Am.
29190/20",Avenida das Américas,Recreio,Rio de Janeiro,"Rede de
Distribuição",1,1
18/11/2020,"Am.
29207/20",Rua Arthur Possolo,Recreio,Rio de Janeiro,"Rede de
Distribuição",1,1
18/11/2020,"Am.
31323/20",Rua Cristalina Jardim Batan,Realengo,Rio de Janeiro,"Rede de
Distribuição",1,1
18/11/2020,"Am.
31332/20",Rua Araquem,Bangu,Rio de Janeiro,"Rede de
Distribuição",1,1
18/11/2020,"S.A.
2410/20",Rua Francisco Franco,Bangu,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"Am.
31405/20",Rua Souza Barros,Engenho Novo,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"Am.
31423/20",Rua Primo Teixeira,Encantado,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"Am.
31436/20",Av. João de Deus Menezes,N. S. Anton,"São João de
Meriti","Rede de
Distribuição",1,1
19/11/2020,"Am.
31466/20",Rua Marques do Paraná,Flamengo,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"Am.
31472/20",Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"Am.
31497/20",Rua Alice,Laranjeiras,Rio de Janeiro,"Rede de
Distribuição",1,1
19/11/2020,"S.A.
2399/20","Av. Euclides da Cunha  -
Abastecimento Carros-Pipa",Vila São João,"São João de
Meriti","Macro
Distribuição",1,1
21/11/2020,"S.A.
2424/20",Rua Coronel Camisão,Cordovil,Rio de Janeiro,"Rede de
Distribuição",1,1
21/11/2020,"S.A.
2457/20",Rua Vitor Frond,Coelho Neto,Rio de Janeiro,"Rede de
Distribuição",1,1
21/11/2020,"S.A.
2460/20",Rua Robert Schumann,Jardim América,Rio de Janeiro,"Rede de
Distribuição",1,1
21/11/2020,"S.A.
2462/20",Rua José Sombra,Irajá,Rio de Janeiro,"Rede de
Distribuição",1,1
21/11/2020,"S.A.
2463/20",Rua Japuanga,Parada de Lucas,Rio de Janeiro,"Rede de
Distribuição",1,1
21/11/2020,"S.A.
2465/20",Rua São Bartolomeu,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",1,1
22/11/2020,"S.A.
2404/20A","Alameda Calheiros da Graça -
Abastecimento Carros-Pipa",Jardim Primavera,"Duque de
Caxias","Macro
Distribuição",1,1
